,portfolio
2018-10-26,-0.017140816251995317
2018-10-29,-0.043313737967650166
2018-10-30,0.011583829235376262
2018-10-31,0.021742612942439152
2018-11-01,0.012425725826056095
2018-11-02,0.03804072988053039
2018-11-05,-0.012477192841434552
2018-11-06,-0.0023893410762768296
2018-11-07,-0.004768880983840496
2018-11-08,-0.007470997877313162
2018-11-09,-0.007982583915416414
2018-11-12,0.010579354620991107
2018-11-13,0.012597446935459297
2018-11-14,-0.010024512427810377
2018-11-15,0.008236689165678974
2018-11-16,-0.0019344305925050067
2018-11-19,0.004955725023489843
2018-11-20,-0.02308017211922811
2018-11-21,0.0007396824829815186
2018-11-22,-0.0017160164412716174
2018-11-23,-0.022650669593934924
2018-11-26,-0.0005068457055276848
2018-11-27,0.0006063642520638296
2018-11-28,0.012479205033790245
2018-11-29,-0.012218531051170598
2018-11-30,0.01063405971047587
2018-12-03,0.028914640559264702
2018-12-04,-0.0011120658482434412
2018-12-05,-0.004086587770287235
2018-12-06,-0.016520274589760468
2018-12-07,0.005057162346505221
2018-12-10,-0.009134237611025579
2018-12-11,0.00961963447389441
2018-12-12,0.0031300930403019
2018-12-13,0.01753772154640473
2018-12-14,-0.018976156109608133
2018-12-17,-0.0023355357752934654
2018-12-18,-0.009350420787144173
2018-12-19,-0.009811349386918137
2018-12-20,-0.0021366440588030983
2018-12-21,-0.011630946024463754
2018-12-24,0.008800316616568136
2018-12-25,-0.001142788666991686
2018-12-26,-0.005024833378818361
2018-12-27,-0.0011460635004496603
2018-12-28,0.007329611254305112
2019-01-02,-0.009557709355327432
2019-01-03,-0.006171728091133723
2019-01-04,0.01857299516045713
2019-01-07,0.017914598721759125
2019-01-08,-0.0009506626428510561
2019-01-09,0.0037058142500693476
2019-01-10,0.001735479726587829
2019-01-11,0.006082034377628064
2019-01-14,-0.004551809923049753
2019-01-15,0.011133382408220396
2019-01-16,0.0026251421641634515
2019-01-17,-0.006419393102885657
2019-01-18,0.01454369279680624
2019-01-21,0.00475084251565652
2019-01-22,-0.013358007308677424
2019-01-23,0.0031424720222979737
2019-01-24,0.004202332908030611
2019-01-25,0.0033854210161900974
2019-01-28,-0.002691934687646791
2019-01-29,0.0005957596997015256
2019-01-30,-0.0046054157781660315
2019-01-31,-0.004281886289787049
2019-02-01,0.014782590448547015
2019-02-11,0.022266585333887614
2019-02-12,0.01310427319599951
2019-02-13,0.01765556585084875
2019-02-14,0.004092114304639128
2019-02-15,-0.005562592438679957
2019-02-18,0.02774149609248366
2019-02-19,-0.004586503988590646
2019-02-20,0.001453297125967535
2019-02-21,0.0022420132822810078
2019-02-22,0.01943887975553755
2019-02-25,0.042390451578335014
2019-02-26,-0.0019424291562272003
2019-02-27,-0.008745135266214238
2019-02-28,-0.007954030737622748
2019-03-01,0.018987564378939704
2019-03-04,0.024709946122738295
2019-03-05,0.008879932256901068
2019-03-06,0.009356203811069365
2019-03-07,-0.00642324624833
2019-03-08,-0.02871466240919626
2019-03-11,0.026554575603393596
2019-03-12,0.013240609622231673
2019-03-13,-0.025423653984182327
2019-03-14,-0.013816773376768354
2019-03-15,0.02017298707129983
2019-03-18,0.035768107775521744
2019-03-19,-0.007302288155601896
2019-03-20,-0.002593902654906903
2019-03-21,0.0011203200334941711
2019-03-22,-0.0030820113639396444
2019-03-25,-0.019254219163710888
2019-03-26,-0.0073768837088326955
2019-03-27,0.014720865152951684
2019-03-28,-0.002709496045819674
2019-03-29,0.03539649435057876
2019-04-01,0.03651295970122974
2019-04-02,-0.004750809044965587
2019-04-03,0.008442269845505094
2019-04-04,0.014309628956153224
2019-04-08,0.0019220817287966493
2019-04-09,0.006513887839975916
2019-04-10,0.004210012555094601
2019-04-11,-0.02203772789963777
2019-04-12,-0.004991688283429383
2019-04-15,8.721458531154593e-05
2019-04-16,0.024717144461661122
2019-04-17,0.01562576802848191
2019-04-18,-0.005243611624162092
2019-04-19,0.00902970847345555
2019-04-22,-0.01777332878635901
2019-04-23,-0.008387235880699695
2019-04-24,0.006312580636967964
2019-04-25,-0.024651179991182545
2019-04-26,-0.011109639813314
2019-04-29,-0.008063956326533934
2019-04-30,0.0045862167368587725
2019-05-06,-0.07584111933126066
2019-05-07,0.004320590898021403
2019-05-08,0.0017448364638631454
2019-05-09,-0.007158230983791785
2019-05-10,0.05101332451671826
2019-05-13,-0.009783541996985468
2019-05-14,-0.0023425252712620482
2019-05-15,0.021567318737297947
2019-05-16,0.0011379552210528882
2019-05-17,-0.031587261970838415
2019-05-20,-0.004002917098806709
2019-05-21,0.018003633966718367
2019-05-22,-0.0013979609927365837
2019-05-23,-0.02267090306935033
2019-05-24,-0.010715108373623142
2019-05-27,0.03279491340067032
2019-05-28,0.0020552210152262754
2019-05-29,0.004162792634264574
2019-05-30,-0.009776063251796132
2019-05-31,-0.0034327960232922823
2019-06-03,-0.0003066972110174663
2019-06-04,-0.008881816258049902
2019-06-05,-0.0005081549777601779
2019-06-06,-0.021901097610947714
2019-06-10,0.01936848321985644
2019-06-11,0.03871980230143122
2019-06-12,-0.011180726370420148
2019-06-13,0.00204949950690152
2019-06-14,-0.01725436482238378
2019-06-17,-0.004697453456295712
2019-06-18,-8.698613342524058e-05
2019-06-19,0.024552901293259356
2019-06-20,0.02582391595430172
2019-06-21,0.010463766225279203
2019-06-24,0.00041712301932958967
2019-06-25,-0.008477162216325627
2019-06-26,0.00954094998625671
2019-06-27,0.026487176908364145
2019-06-28,0.0015975766293313137
2019-07-01,0.04214996810000633
2019-07-02,-0.001311368071817606
2019-07-03,-0.012445232974064566
2019-07-04,-0.011538412736160556
2019-07-05,0.0038360121297284396
2019-07-08,-0.02909420625302718
2019-07-09,0.0018131417405838719
2019-07-10,-0.001220940559049
2019-07-11,-0.0002786699258267876
2019-07-12,0.00962657083624435
2019-07-15,0.022193549482342884
2019-07-16,0.003766529394795115
2019-07-17,0.0014344073472144316
2019-07-18,-0.015835616729631508
2019-07-19,0.006403947129700826
2019-07-22,-0.010002453693883001
2019-07-23,0.012340975044353377
2019-07-24,0.017447111563805445
2019-07-25,0.01577902291890471
2019-07-26,0.0025374383006484093
2019-07-29,0.007286215751588578
2019-07-30,-0.0016274089272738323
2019-07-31,-0.003072278307093144
2019-08-01,-0.011690936031809302
2019-08-02,-0.013680044528062043
2019-08-05,-0.015240836642503829
2019-08-06,-0.011487962454278532
2019-08-07,-0.005556515886557032
2019-08-08,0.012647948318506444
2019-08-09,-0.01229710027276315
2019-08-12,0.016026865866575223
2019-08-13,-0.010797572895348542
2019-08-14,0.009216709685999445
2019-08-15,0.003048543812544209
2019-08-16,0.0079442887132705
2019-08-19,0.0317786640765042
2019-08-20,0.0027012535730277765
2019-08-21,-0.003481494889638703
2019-08-22,0.0046374888413247585
2019-08-23,0.0022373565885747235
2019-08-26,-0.0010546811316991798
2019-08-27,0.01947587067565982
2019-08-28,-0.008043122600728115
2019-08-29,0.00012681342701001234
2019-08-30,0.0017823924705457506
2019-09-02,0.024276946621838186
2019-09-03,0.013312178282799805
2019-09-04,0.013353920680700057
2019-09-05,0.018358905986821526
2019-09-06,0.003414674689707441
2019-09-09,0.017368935588214326
2019-09-10,-0.006585196099563577
2019-09-11,-0.0038681327501237208
2019-09-12,0.004463199008574958
2019-09-16,0.002912996644383267
2019-09-17,-0.017023762479831187
2019-09-18,0.004927216407676738
2019-09-19,0.010118186237689876
2019-09-20,0.010078218741718744
2019-09-23,-0.0051706691945033485
2019-09-24,0.003944028183456861
2019-09-25,-0.014904626334389525
2019-09-26,-0.02963520231565133
2019-09-27,0.004212265565054467
2019-09-30,-0.01957349431605118
2019-10-08,0.0077885119587283716
2019-10-09,0.011914926590810273
2019-10-10,0.01307115695709042
2019-10-11,0.002938706626899408
2019-10-14,0.010998993513693963
2019-10-15,-0.00980237567713974
2019-10-16,-0.005240875240205587
2019-10-17,-0.00333545819081135
2019-10-18,-0.016185729569513245
2019-10-21,0.0031637324602975707
2019-10-22,0.006227958633320748
2019-10-23,-0.007286619950301931
2019-10-24,-0.002341681568704813
2019-10-25,0.018316305408232245
2019-10-28,0.020500453780538365
2019-10-29,-0.0038516866546936448
2019-10-30,0.0008177713101481894
2019-10-31,-0.006999109071155366
2019-11-01,0.019975125449991638
2019-11-04,0.011936659981260882
2019-11-05,0.005066476306799641
2019-11-06,-0.0012046293266869902
2019-11-07,0.0011113470436153107
2019-11-08,-0.00397909450134889
2019-11-11,-0.023724103759570417
2019-11-12,0.0038496539995711565
2019-11-13,0.0014035480714344642
2019-11-14,0.006387179216067027
2019-11-15,-0.009971893395661903
2019-11-18,0.004152417086154767
2019-11-19,0.016895877783022144
2019-11-20,-0.0038364789155024724
2019-11-21,-0.003114643196649306
2019-11-22,-0.008948809003400471
2019-11-25,0.004080567163697672
2019-11-26,0.012468833221274163
2019-11-27,-0.0012783443290623857
2019-11-28,-0.002136765481847158
2019-11-29,-0.0023057708230835214
2019-12-02,0.0035593133099140876
2019-12-03,0.0020582000925532685
2019-12-04,0.00524040460948487
2019-12-05,0.005344106131131369
2019-12-06,0.005324408738882751
2019-12-09,-0.0027516290951314472
2019-12-10,0.0016409928106142129
2019-12-11,0.0012258443889970442
2019-12-12,-0.0011315495313905409
2019-12-13,0.006394338791809147
2019-12-16,0.008061151382124935
2019-12-17,0.009503582653197189
2019-12-18,0.00025115030458237777
2019-12-19,-0.0013730894296777173
2019-12-20,-0.004705363577126751
2019-12-23,-0.010552048706876864
2019-12-24,0.011566623341367498
2019-12-25,0.0028823705576736082
2019-12-26,0.008753696597915875
2019-12-27,0.00396871049266838
2019-12-30,0.012682487694686698
2019-12-31,0.007221117334284918
2020-01-02,0.028516369248008606
2020-01-03,-0.0018484203748750743
2020-01-06,0.0064116554663150365
2020-01-07,0.01033390832254328
2020-01-08,-0.010289691318174431
2020-01-09,0.023907417682470525
2020-01-10,-0.0014441399380949829
2020-01-13,0.015271127871190596
2020-01-14,-0.006935994290829768
2020-01-15,-0.004394264054954211
2020-01-16,0.0032605434619436104
2020-01-17,-0.0024126672005203133
2020-01-20,0.018628815637579108
2020-01-21,-0.007219007239303817
2020-01-22,0.01897587441444821
2020-01-23,-0.03325432700476883
2020-02-03,-0.07372153273054668
2020-02-04,0.017039347274856797
2020-02-05,0.012412066348020268
2020-02-06,0.025635109735965448
2020-02-07,0.001215407586019819
2020-02-10,0.018115138171970344
2020-02-11,0.012386457332756489
2020-02-12,0.006782622288723728
2020-02-13,-0.0014143149853573533
2020-02-14,0.014936719264772476
2020-02-17,0.02457275246439797
2020-02-18,-0.0032367800218928485
2020-02-19,-0.006485838823957088
2020-02-20,0.025227256303503514
2020-02-21,0.012847587832718893
2020-02-24,0.009280678316200849
2020-02-25,0.0024849863434235646
2020-02-26,-0.02559420549165898
2020-02-27,0.006747180175573332
2020-02-28,-0.04530078887516612
2020-03-02,0.03352073439122061
2020-03-03,0.004601549676631537
2020-03-04,-0.0029449193435767997
2020-03-05,0.020042374865413517
2020-03-06,-0.009224774160677922
2020-03-09,-0.045879394697456284
2020-03-10,0.02302923336688313
2020-03-11,-0.014441799368929644
2020-03-12,-0.020346207484197163
2020-03-13,-0.01488779533936864
2020-03-16,-0.06204923257556856
2020-03-17,-0.003347839344555175
2020-03-18,-0.02026551331264159
2020-03-19,-0.008239821510385208
2020-03-20,0.016273058424558725
2020-03-23,-0.05081861154554882
2020-03-24,0.019568156170304475
2020-03-25,0.04085830449272381
2020-03-26,-0.009143019708603173
2020-03-27,-0.0021928820141317073
2020-03-30,-0.009043154655938865
2020-03-31,0.00617954482264528
2020-04-01,0.015033529431858633
2020-04-02,0.05005840665849397
2020-04-03,-0.00892531092798407
2020-04-07,0.03447046735019589
2020-04-08,0.002105697511517221
2020-04-09,-0.005621755683852532
2020-04-10,-0.028636391653776978
2020-04-13,-0.01556744615427372
2020-04-14,0.04415477814766995
2020-04-15,0.007536779142156924
2020-04-16,0.011533022504540993
2020-04-17,0.01898584345661476
2020-04-20,0.01730768309929167
2020-04-21,-0.01177752293777709
2020-04-22,0.009447506753810087
2020-04-23,-0.016681185876034607
2020-04-24,-0.013508643933941045
2020-04-27,0.00901254436641452
2020-04-28,0.021288078679841133
2020-04-29,0.0025225537144931073
2020-04-30,0.037094387978065774
2020-05-06,0.017041971381156342
2020-05-07,-0.0006030531330820286
2020-05-08,0.008840043966749847
2020-05-11,-0.0006300843730212928
2020-05-12,0.008286791263262965
2020-05-13,0.006191541809019281
2020-05-14,-0.010395918123606141
2020-05-15,0.005283237265250813
2020-05-18,-0.0031417343425530044
2020-05-19,0.016536657887716688
2020-05-20,-0.007215968899048859
2020-05-21,-0.008311268524366715
2020-05-22,-0.023995563656852483
2020-05-25,-0.004198826702795058
2020-05-26,0.021981712136356912
2020-05-27,-0.01673059014924227
2020-05-28,-0.0016979765763055416
2020-05-29,0.008739208243111958
2020-06-01,0.03434000567189325
2020-06-02,-0.0029727157387981263
2020-06-03,-0.0027291673354503665
2020-06-04,0.0031750870238855993
2020-06-05,0.007646804714680041
2020-06-08,-0.0010254686083684926
2020-06-09,0.011201113431140611
2020-06-10,0.004710125684689002
2020-06-11,-0.004775218898987561
2020-06-12,-0.0037510364164245243
2020-06-15,-0.015466863530363082
2020-06-16,0.022738239205380543
2020-06-17,0.0018452714765975502
2020-06-18,0.01681892409715356
2020-06-19,0.025756226831485384
2020-06-22,0.012742496861508967
2020-06-23,0.01255859249032994
2020-06-24,0.011349857494613112
2020-06-29,-0.0002860116800118876
2020-06-30,0.015363742605057448
2020-07-01,0.007181798203942847
2020-07-02,0.008094415569219849
2020-07-03,0.012112211561260182
2020-07-06,0.041700244039484524
2020-07-07,0.025874968488976538
2020-07-08,0.020158694908950264
2020-07-09,0.021815186212254367
2020-07-10,0.008523990904932725
2020-07-13,0.04181019013344964
2020-07-14,-0.0061664245198266516
2020-07-15,-0.03480966922493514
2020-07-16,-0.06195004146117978
2020-07-17,0.020347285905635514
2020-07-20,0.02309974514193247
2020-07-21,0.0023978567158619278
2020-07-22,0.011621508091141954
2020-07-23,0.0015939013020823877
2020-07-24,-0.06062156149223834
2020-07-27,0.002702414662944112
2020-07-28,0.013964787622135115
2020-07-29,0.03442528156322906
2020-07-30,-0.0016764445310365802
2020-07-31,0.013685343416515101
2020-08-03,0.025829425708743727
2020-08-04,-0.023539957065818247
2020-08-05,0.006287921847273553
2020-08-06,0.006844840827616274
2020-08-07,-0.020683620429564516
2020-08-10,-0.0015610408719941638
2020-08-11,-0.01865052904074627
2020-08-12,-0.007388379956569265
2020-08-13,-0.011075376937946012
2020-08-14,0.005071583759886718
2020-08-17,0.02051438416910428
2020-08-18,0.008454504626253077
2020-08-19,-0.024197412627412894
2020-08-20,-0.02066812665693017
2020-08-21,0.008100209821804458
2020-08-24,0.008594881675037903
2020-08-25,-0.010071199763215894
2020-08-26,-0.02120483485108326
2020-08-27,0.019209472143570123
2020-08-28,0.0182642592323054
2020-08-31,-0.011619129795635404
2020-09-01,0.010056001327849362
2020-09-02,-0.0018403199463426943
2020-09-03,-0.0011787724844977666
2020-09-04,-0.00021250002012535105
2020-09-07,-0.03268822726336704
2020-09-08,-0.005177705353206904
2020-09-09,-0.03319120199025799
2020-09-10,0.00028971728055613485
2020-09-11,0.02212713214301781
2020-09-14,0.009133735754144038
2020-09-15,0.01437901747364039
2020-09-16,-0.0019157390225880337
2020-09-17,0.0020768493730629455
2020-09-18,0.026173686273380067
2020-09-21,-0.0012975869932684216
2020-09-22,-0.018459886292691643
2020-09-23,0.012588691878972092
2020-09-24,-0.019691910903812563
2020-09-25,0.004738972450958102
2020-09-28,-0.0019935286684699756
2020-09-29,0.01364700666789811
2020-09-30,-0.004917761139092576
2020-10-09,0.032330997759593395
2020-10-12,0.044657542500857586
2020-10-13,0.005859719747958112
2020-10-14,-0.015652608815053273
2020-10-15,-0.0059924110549178945
2020-10-16,-0.009094443026591558
2020-10-19,-0.013692448168574591
2020-10-20,0.016715388102004125
2020-10-21,-0.023922084801237302
2020-10-22,-0.004643201428627328
2020-10-23,-0.023674422229592387
2020-10-26,0.005151212556138565
2020-10-27,0.018715465524470985
2020-10-28,0.021371746760700753
2020-10-29,0.013304466897153276
2020-10-30,0.0023688746806891777
2020-11-02,0.007578534894395486
2020-11-03,0.01995755340604315
2020-11-04,-0.00046180926452651005
2020-11-05,0.022866106424798662
2020-11-06,-0.009586913539827692
2020-11-09,0.031014211537119724
2020-11-10,-0.021393148532039587
2020-11-11,-0.03626750024076271
2020-11-12,0.004833444800211216
2020-11-13,0.007761288335188799
2020-11-16,-0.0014690314496241734
2020-11-17,-0.010379980715811537
2020-11-18,-0.0052113599939408355
2020-11-19,0.01662005230469258
2020-11-20,0.008275482216456161
2020-11-23,-0.0014486585310300522
2020-11-24,-0.0017457413407068931
2020-11-25,-0.012721703678896122
2020-11-26,-0.0036110180434072185
2020-11-27,0.013082489554178019
2020-11-30,0.0060659647604023965
2020-12-01,0.015357570083788281
2020-12-02,-0.0037453299439659197
2020-12-03,-0.011767349787412186
2020-12-04,0.008402843679630038
2020-12-07,0.007051222278909152
2020-12-08,0.004615434523101919
2020-12-09,-0.014100386042750046
2020-12-10,0.004852698401967233
2020-12-11,-0.00524944187122746
2020-12-14,0.0240892843581096
2020-12-15,0.013353866497654639
2020-12-16,-0.006159611492858037
2020-12-17,0.009917662071094362
2020-12-18,0.0030556232077179387
2020-12-21,0.0338693648955201
2020-12-22,-0.018582542838515285
2020-12-23,0.032749266808066856
2020-12-24,-0.005496018243844957
2020-12-25,0.00603068260649802
2020-12-28,-0.00901998501359738
2020-12-29,-0.01869858593495735
2020-12-30,0.015232522419093909
2020-12-31,0.025734899493196763
2021-01-04,0.023533299794788867
2021-01-05,0.02213121771902897
2021-01-06,0.0021575043070440583
2021-01-07,0.012904650660052329
2021-01-08,-0.0028699131502484994
2021-01-11,-0.004587745745151005
2021-01-12,0.015623753752233597
2021-01-13,4.8238142752817306e-05
2021-01-14,-0.016873148660276314
2021-01-15,-0.010146046593733546
2021-01-18,0.01956433494881788
2021-01-19,-0.018780232897085237
2021-01-20,0.02133634802248092
2021-01-21,0.024883482573980584
2021-01-22,0.005086297358772392
2021-01-25,0.0031271934000010647
2021-01-26,-0.017778092495424752
2021-01-27,0.00023041736436211948
2021-01-28,-0.04295238782907603
2021-01-29,-0.012027732873799397
2021-02-01,0.013390413889244479
2021-02-02,0.017009903151776275
2021-02-03,-0.006239490726149372
2021-02-04,-0.008763314410535199
2021-02-05,-0.008884253986831401
2021-02-08,0.011120658048264448
2021-02-09,0.017768516538846216
2021-02-10,0.01161202443006299
2021-02-18,0.00045887807904323476
2021-02-19,8.144115135272107e-05
2021-02-22,-0.015048603224451543
2021-02-23,-0.0030096239049640663
2021-02-24,-0.01958745735379359
2021-02-25,-0.004314943685960575
2021-02-26,-0.021068566556927737
2021-03-01,0.026050033730364405
2021-03-02,-0.013060697350358436
2021-03-03,0.013081467876576401
2021-03-04,-0.037544277577338955
2021-03-05,0.0027479060246488494
2021-03-08,-0.05564469604640753
2021-03-09,-0.03258051182259566
2021-03-10,0.008016021002756862
2021-03-11,0.03393558565982881
2021-03-12,0.017458074511986294
2021-03-15,-0.0400613980562084
2021-03-16,0.01657364619275788
2021-03-17,0.01759651288018127
2021-03-18,0.022373434540165844
2021-03-19,-0.029265372909898186
2021-03-22,0.006777005224354847
2021-03-23,-0.026054412156777843
2021-03-24,-0.030216311332650736
2021-03-25,0.016741375342732463
2021-03-26,0.03638038522955197
2021-03-29,-0.00015503930625938704
2021-03-30,0.018107556773152445
2021-03-31,-0.00586807346391885
2021-04-01,0.018647406980497005
2021-04-02,0.0024695859137846116
2021-04-06,0.003731527606756437
2021-04-07,-0.0017650125571552992
2021-04-08,0.008743078527915909
2021-04-09,-0.011919734133504545
2021-04-12,-0.031546777502467656
2021-04-13,0.008812990500160696
2021-04-14,0.02083888548203544
2021-04-15,0.008035451522285833
2021-04-16,-0.005181704161008827
2021-04-19,0.03791843935273271
2021-04-20,0.005833811944305109
2021-04-21,-0.002537131152103726
2021-04-22,0.0047578565961352536
2021-04-23,0.02264003769527253
2021-04-26,0.0077285451217533364
2021-04-27,0.003677785568133484
2021-04-28,0.02033357881659367
2021-04-29,0.003973103216450402
2021-04-30,-0.00027697762801098813
2021-05-06,-0.005701934995985317
2021-05-07,-0.014671946599931172
2021-05-10,0.003715823455110845
2021-05-11,0.007580951492850399
2021-05-12,0.0047638013790073
2021-05-13,-0.010613810202151092
2021-05-14,0.02450634423393384
2021-05-17,0.013567898557011333
2021-05-18,0.004447003379711018
2021-05-19,-0.00563000265146584
2021-05-20,-0.005513395983959644
2021-05-21,-0.009268558120283602
2021-05-24,-0.004189926665952906
2021-05-25,0.025697918113509473
2021-05-26,0.003281088280248128
2021-05-27,0.00926619809754036
2021-05-28,-0.007793463201813459
2021-05-31,0.00942924358726964
2021-06-01,0.002682743524504454
2021-06-02,-0.017124957635686635
2021-06-03,-0.014118340492999456
2021-06-04,-0.004138541529627782
2021-06-07,0.008002146977429386
2021-06-08,-0.00878071495137679
2021-06-09,0.01599282030653711
2021-06-10,0.021776290586238523
2021-06-11,0.009040564380580493
2021-06-15,-0.007057513352144716
2021-06-16,-0.031545646781371076
2021-06-17,0.019139470933206056
2021-06-18,0.011235512469410167
2021-06-21,0.01106886597332737
2021-06-22,0.00037646518838945603
2021-06-23,0.0057400548218275605
2021-06-24,-0.00027692463232888967
2021-06-25,0.025873940080929057
2021-06-28,0.005500704211559873
2021-06-29,-0.006749345104529781
2021-06-30,0.00866091513741817
2021-07-01,-0.002603048740485807
2021-07-02,-0.02291159791822515
2021-07-05,0.01011418781788938
2021-07-06,-0.0013606807868592396
2021-07-07,0.02699112830946917
2021-07-08,-0.009457627612886025
2021-07-09,-0.004707650495962578
2021-07-12,0.012243605731673466
2021-07-13,0.005774098108022215
2021-07-14,-0.01137224587283029
2021-07-15,0.018565497942243204
2021-07-16,-0.008591846312976355
2021-07-19,0.0028189449661457163
2021-07-20,0.0020111815529666077
2021-07-21,0.01636909979558669
2021-07-22,0.011675188130883774
2021-07-23,-0.0052147933185886204
2021-07-26,-0.03264301423770212
2021-07-27,-0.03452470023589912
2021-07-28,-0.0013024867105360543
2021-07-29,0.01605006985499677
2021-07-30,-0.004498015705234674
2021-08-02,0.0071157701480056915
2021-08-03,-0.019923526780237122
2021-08-04,0.02381323371185678
2021-08-05,-0.007848498492255246
2021-08-06,0.0037274412456317642
2021-08-09,0.0035172012558119603
2021-08-10,0.011351444220929686
2021-08-11,0.008860925463387256
2021-08-12,0.007971763734765068
2021-08-13,-0.004196732690917393
2021-08-16,0.0011174367674548634
2021-08-17,-0.02813491248811911
2021-08-18,0.004226533316905971
2021-08-19,0.00041959354066393924
2021-08-20,-0.01016432427931515
2021-08-23,0.019167384925047614
2021-08-24,0.01719008143854101
2021-08-25,0.014412017138759926
2021-08-26,-0.004829158263535355
2021-08-27,0.010698817195870042
2021-08-30,0.007365886783203301
2021-08-31,0.004325055089989569
2021-09-01,-0.011850996868195924
2021-09-02,-0.013359909387667289
2021-09-03,-0.00026487231766173826
2021-09-06,0.030998484982783597
2021-09-07,-0.00027899756475578544
2021-09-08,-0.009994636183308474
2021-09-09,-0.005054296350584105
2021-09-10,0.01501686452565899
2021-09-13,-0.014936462138604938
2021-09-14,0.006930464117718183
2021-09-15,-0.006757068420273856
2021-09-16,-0.0191777849977719
2021-09-17,0.017973631993110528
2021-09-22,0.0029195603898700836
2021-09-23,0.002144043290747081
2021-09-24,0.0010015536078008048
2021-09-27,-0.0012733089098581202
2021-09-28,0.003291715010466879
2021-09-29,-0.016680977388408486
2021-09-30,0.01326434577029267
2021-10-08,-0.02805450353134289
2021-10-11,-0.0046030585540722474
2021-10-12,-0.018996246216588384
2021-10-13,0.02653243585524426
2021-10-14,-0.003545791975473633
2021-10-15,0.01894324719395227
2021-10-18,0.024274133166419246
2021-10-19,0.0034376996532886985
2021-10-20,0.0020537497412847173
2021-10-21,0.0010832083337859086
2021-10-22,-0.01339614480369229
2021-10-25,0.027056831376853396
2021-10-26,0.0003037934136992717
2021-10-27,-0.0051758554579976876
2021-10-28,-0.026531640816511597
2021-10-29,0.005109751551608426
2021-11-01,-0.011259985251797626
2021-11-02,-0.0070915513833539
2021-11-03,0.00207112279701458
2021-11-04,0.0035133115888511717
2021-11-05,-0.022204784121998247
2021-11-08,0.017570052414465957
2021-11-09,0.0017066230612796918
2021-11-10,-0.015944867466441384
2021-11-11,0.00982121560835066
2021-11-12,-0.0027395936643070415
2021-11-15,-0.029401998008519857
2021-11-16,-0.008019618710880288
2021-11-17,0.019831260489108122
2021-11-18,0.003760578277708622
2021-11-19,0.019716491243125012
2021-11-22,0.02347945664074759
2021-11-23,0.002965534154027735
2021-11-24,0.002049035872911257
2021-11-25,-0.002679216337163773
2021-11-26,0.003067948087339069
2021-11-29,0.006076203964572983
2021-11-30,-0.004494289540470782
2021-12-01,-0.009474054570616496
2021-12-02,-6.575029391800847e-05
2021-12-03,0.006043871251984878
2021-12-06,-0.012547976577016288
2021-12-07,-0.01587756855246921
2021-12-08,0.02181552324525154
2021-12-09,-0.0012300110603375436
2021-12-10,0.01125669195369384
2021-12-13,0.015272609823729594
2021-12-14,-0.01237343997866791
2021-12-15,-0.005032235827789999
2021-12-16,0.006693319676463288
2021-12-17,-0.022297665345451127
2021-12-20,-0.029602775803793925
2021-12-21,0.010068685665367996
2021-12-22,0.011642502304561864
2021-12-23,0.009215850628873779
2021-12-24,-0.027768715751139424
2021-12-27,-0.018075384609088457
2021-12-28,0.01484819282557609
2021-12-29,-0.01529562304325672
2021-12-30,0.007263926089242749
2021-12-31,0.006181800095928765
2022-01-04,-0.024439545649083797
2022-01-05,-0.0354838895965882
2022-01-06,0.008543755470510393
2022-01-07,-0.019363623531928737
2022-01-10,0.0017827052360331371
2022-01-11,-0.012875273200982138
2022-01-12,0.01557163139946237
2022-01-13,-0.029078317109942506
2022-01-14,0.004921198016857257
2022-01-17,0.020484862266629128
2022-01-18,0.011100555315439133
2022-01-19,-0.016534367110199986
2022-01-20,-0.012322960839292475
2022-01-21,-0.015277131339377229
2022-01-24,0.02426650815703983
2022-01-25,-0.028467309497588227
2022-01-26,0.016395350493724703
2022-01-27,-0.02232123905262075
2022-01-28,-0.018767203326286893
2022-02-07,0.018482123109309117
2022-02-08,-0.01848470717372365
2022-02-09,0.016740277952443143
2022-02-10,-0.013195474329595063
2022-02-11,-0.02002454240387915
2022-02-14,-0.0038809234531479563
2022-02-15,0.033068883547915394
2022-02-16,0.004024175545071558
2022-02-17,0.020798727879514294
2022-02-18,0.00020179537416452274
2022-02-21,0.007667991624890879
2022-02-22,-0.0019024455929049374
2022-02-23,0.026744546720764106
2022-02-24,-0.019368881881816312
2022-02-25,0.011601766441461079
2022-02-28,0.007571259895669239
2022-03-01,-0.000815569768812571
2022-03-02,-0.011667493286631806
2022-03-03,-0.022735287874403536
2022-03-04,-0.008219163968213705
2022-03-07,-0.02715138183649453
2022-03-08,-0.02482928103702612
2022-03-09,-0.002023128769082298
2022-03-10,0.029646069474771684
2022-03-11,-0.005822786333734298
2022-03-14,-0.033051231292914145
2022-03-15,-0.038708396096432444
2022-03-16,0.04320588836673616
2022-03-17,0.01438465725428661
2022-03-18,0.004210139111809765
2022-03-21,0.008577920761347241
2022-03-22,-0.005272989465861562
2022-03-23,0.008648473792887974
2022-03-24,-0.012103957837451815
2022-03-25,-0.024623268836509175
2022-03-28,-0.004649654162952442
2022-03-29,-0.012129013107613372
2022-03-30,0.027752174863045737
2022-03-31,-0.02595247207440221
2022-04-01,0.006122114612878995
2022-04-06,-0.022419344015115986
2022-04-07,-0.01665863380932368
2022-04-08,0.000807418655002943
2022-04-11,-0.050112923685028066
2022-04-12,0.016637797021763663
